AUNumber,InstName,Category,IUNumber,IU,CountyName,StatusDescription,EffectiveDate,PhoneNumber,PhoneNumberExtn,WebAddress,MailingAddressLine1,MailingAddressLine2,MailingCity,MailingState,MailingZipCode,MailingZipCodeExtn,LocationAddressLine1,LocationAddressLine2,LocationCity,LocationState,LocationZipCode,LocationZipCodeExtn,Title,Salutation,FirstName,MiddleInitial,LastName,Suffix,AdminPhoneNumber,AdminPhoneNumberExtn,CommissionStartDate,CommissionExpirationDate,
220485402,Good Shepherd Catholic School,"Nonpublic, Non-Licensed School",20,Colonial IU 20,Northampton,Open,10/01/1992,(610)262-9171,,,1300 Newport Ave,,Northampton,PA,18067,1442,1300 Newport Ave,,Northampton,PA,18067,1442,Principal,,JOhn Paul,,Crescenzo,,,,,,
300392760,Good Shepherd Rehab Hospital,Private Driver Training School,21,Carbon-Lehigh IU 21,Lehigh,Open,07/06/1990,(610)776-8302,,,850 S. 5th Street,,Allentown,PA,18103,3296,850 S. 5th Street,,Allentown,PA,18103,3296,Director,,Angela, ,Brown,,(610)799-5243,,,,
921390729,Good Shepherd Rehabilitation Hosp,Library,,,Lehigh,Open,04/11/2003,(610)776-3294,,,Medical Library ,543 St John St,Allentown ,PA,18103,,Medical Library ,543 St John St,Allentown ,PA,18103,,,,,,,,,,,,
215212503,Good Shepherd School,"Nonpublic, Non-Licensed School",15,Capital Area IU 15,Cumberland,Open,10/01/1992,(717)737-7261,,,3400 Market Street,,Camp Hill,PA,17011,0000,3400 Market Street,,Camp Hill,PA,17011,,Principal,,Michael,,Pietropola,,,,,,
300523200,Good Shepherds Child Care Center Inc,Miscellaneous,20,Colonial IU 20,Pike,Open,01/14/1992,(570)296-9404,,,321 5th St,,Milford,PA,18337,1403,321 5th St,,Milford,PA,18337,1403,Director,,Jane,C,Opfer,,,,,,
300020003,Good Start Child Care Center,Miscellaneous,,,Allegheny,Open,02/26/2001,(412)481-3300,,,2600 E Carson Street,,Pittsburgh,PA,15203,,2600 E Carson Street,,Pittsburgh,PA,15203,,Director,Ms,Stephanic,,DeMaro,,,,,,
395369423,GOOD START DAYCARE CENTER,Miscellaneous,,,Lancaster,Open,01/25/2011,(717)945-7237,,,558 HIGH STREET,,LANCASTER,PA,17603,,558 HIGH STREET,,LANCASTER,PA,17603,,Director,Ms,ROSALYN,,THOMPSON,,(717)945-7237,,,,
213361712,Goods Mennonite School,"Nonpublic, Non-Licensed School",13,Lancaster-Lebanon IU 13,Lancaster,Open,10/01/1992,(111)000-0000,,,,53 Balmerton Road,Leola,PA,17540,,165 School Rd,,Leola,PA,17540,,Principal,,Leon,,Stoltzfus,,,,,,
213361702,Goods Parochial School,"Nonpublic, Non-Licensed School",13,Lancaster-Lebanon IU 13,Lancaster,Open,10/01/1992,(111)000-0000,,,129 Laurel Road,,East Earl,PA,17517,,928 Reading Rd,,East Earl,PA,17519,,Principal,,Stephen,,Martin,,,,,,
402021279,Goodwill Employment Training Center,Private Licensed School,,,Allegheny,Open,12/08/1995,(412)481-9005,,http://www.goodwillpitt.org,118 52nd Street,2nd Floor,Pittsburgh,PA,15201,,118 52nd Street,2nd Floor,Pittsburgh,PA,15201,,Chief Executive Officer,Ms,Jaime,,Sribak,,,,,,
402021279,Goodwill Employment Training Center,Private Licensed School,,,Allegheny,Open,12/08/1995,(412)481-9005,,http://www.goodwillpitt.org,118 52nd Street,2nd Floor,Pittsburgh,PA,15201,,118 52nd Street,2nd Floor,Pittsburgh,PA,15201,,Chief Executive Officer,Ms,Judy,,Martier,,(412)481-9005,,,,
402021279,Goodwill Employment Training Center,Private Licensed School,,,Allegheny,Open,12/08/1995,(412)481-9005,,http://www.goodwillpitt.org,118 52nd Street,2nd Floor,Pittsburgh,PA,15201,,118 52nd Street,2nd Floor,Pittsburgh,PA,15201,,Chief Executive Officer,Ms,Peggy,,Trout,,(412)481-9005,,,,
300223700,Goodwill Ind of Cent PA,Miscellaneous,15,Capital Area IU 15,Dauphin,Open,07/06/1990,,,,PO Box 3155,,Harrisburg,PA,17105,3155,PO Box 3155,,Harrisburg,PA,17105,3155,,,,,,,,,,,
300172500,Goodwill Ind of NC PA Inc,Miscellaneous,10,Central IU 10,Clearfield,Open,06/09/1992,(814)375-2372,,,24 W Washington Ave,PO Box 684,Du Bois,PA,15801,0684,24 W Washington Ave,PO Box 684,Du Bois,PA,15801,0684,,,,,,,,,,,
306330004,"Goodwill Industries of North Central PA, Inc.",Private Driver Training School,6,Riverview IU 6,Jefferson,Open,07/25/2006,(814)371-2821,,,131 Preston Way,,Falls Creek,PA,15840,,131 Preston Way,,Falls Creek,PA,15840,,Director,,, ,Vacant,,((81)4)8-94-5,,,,
211341863,Goodwill Menn Chrst Day School,"Nonpublic, Non-Licensed School",11,Tuscarora IU 11,Juniata,Open,10/01/1992,(717)694-3575,,,1936 Goodville Rd,,Thompsontown,PA,17094,9705,1936 Goodville Rd,,Thompsontown,PA,17094,9705,Principal,,Vernon,,Weaver,,,,,,
300024440,Goodwill of Southwestern Pennsylvania,Miscellaneous,3,Allegheny IU 3,Allegheny,Open,07/06/1990,(412)632-1902,,,118 52nd Street,,Pittsburgh,PA,15201,,118 52nd Street,,Pittsburgh,PA,15201,,Director,Mr,Michael,J,Smith,,(412)390-2271,,,,
308113609,Goodwill of the Southern Alleghenies Inc,Miscellaneous,8,Appalachia IU 8,Cambria,Open,03/13/2018,(814)536-3536,,,540 Central Ave,,Johnstown,PA,15902,,540 Central Ave,,Johnstown,PA,15902,,Assistant Executive Director,Mrs,Amy,,Horwath,,(814)536-3536,287,,,
308113609,Goodwill of the Southern Alleghenies Inc,Miscellaneous,8,Appalachia IU 8,Cambria,Open,03/13/2018,(814)536-3536,,,540 Central Ave,,Johnstown,PA,15902,,540 Central Ave,,Johnstown,PA,15902,,Chief Executive Officer,Mr,Bradley,,Burger,,(814)536-3536,287,,,
300223725,Goodwin Memorial Church,Miscellaneous,15,Capital Area IU 15,Dauphin,Open,12/06/1999,,,,2447 Green St,,Harrisburg,PA,17110,,2447 Green St,,Harrisburg,PA,17110,,,,,,,,,,,,
300513875,Gordon Phillips Inc,Miscellaneous,26,Philadelphia IU 26,Philadelphia,Open,07/06/1990,(215)352-1776,,,46 S 11th St,,Philadelphia,PA,19107,3624,46 S 11th St,,Philadelphia,PA,19107,3624,,,,,,,,,,,
300232700,Gordon Phillips SC Bty,Miscellaneous,25,Delaware County IU 25,Delaware,Open,07/06/1990,(610)352-1776,,,60 Garrett Rd,,Upper Darby,PA,19082,2390,60 Garrett Rd,,Upper Darby,PA,19082,2390,,,,,,,,,,,
300192800,Gordon Thompson Learning Ctr,Miscellaneous,16,Central Susquehanna IU 16,Columbia,Open,04/05/2000,(570)969-9543,,,25 Naus Way,P O BOX 150,Bloomsburg,PA,17815,0150,25 Naus Way,P O BOX 150,Bloomsburg,PA,17815,0150,Director,Mr,William,A,Peysson,,,,,,
224152542,Goshen Friends School,"Nonpublic, Non-Licensed School",24,Chester County IU 24,Chester,Open,10/01/1992,(610)696-8869,,,814 N Chester Rd,,West Chester,PA,19380,6012,814 N Chester Rd,,West Chester,PA,19380,6012,Principal,,Mimi,,Ackers,,,,,,
211441903,Gospel Light School,"Nonpublic, Non-Licensed School",11,Tuscarora IU 11,Mifflin,Open,10/01/1992,(717)899-6933,,,234 Litle Brick Rd,,Mc Veytown,PA,17051,9801,234 Litle Brick Rd,,Mc Veytown,PA,17051,9801,Principal,,Chris,,Peight,,,,,,
226510058,Gospel of Grace Christian School,"Nonpublic, Non-Licensed School",23,Montgomery County IU 23,Montgomery,Open,09/02/2008,(215)663-1601,,,315 Central Avenue,,Cheltenham,PA,19012,,315 Central Avenue,,Cheltenham,PA,19012,,Principal,,Charles,M,Kelley,,,,,,
324383273,Governor Dick Environmental Center,Act 48 Independent Provider,,,Lebanon,Open,02/01/2010,(717)964-3808,,,PO Box 161,,Mt. Gretna,PA,17064,,PO Box 161,,Mt. Gretna,PA,17064,,,,,,,,,,,,
114063003,Governor Mifflin SD,School District,14,Berks County IU 14,Berks,Open,07/26/2000,(610)775-1461,,http://www.governormifflinsd.org,10 South Waverly Street,,Shillington,PA,19607,2642,10 South Waverly Street,,Shillington,PA,19607,2642,Assistant Superintendent,,,,Vacant,,,,,,
114063003,Governor Mifflin SD,School District,14,Berks County IU 14,Berks,Open,07/26/2000,(610)775-1461,,http://www.governormifflinsd.org,10 South Waverly Street,,Shillington,PA,19607,2642,10 South Waverly Street,,Shillington,PA,19607,2642,Assistant Superintendent,Mr,William,L,McKay,,(610)775-1461,1125,08/05/2019,06/30/2024,
114063003,Governor Mifflin SD,School District,14,Berks County IU 14,Berks,Open,07/26/2000,(610)775-1461,,http://www.governormifflinsd.org,10 South Waverly Street,,Shillington,PA,19607,2642,10 South Waverly Street,,Shillington,PA,19607,2642,Business Manager,Mrs,Diane,,Richards,,(610)775-1461,1108,,,
114063003,Governor Mifflin SD,School District,14,Berks County IU 14,Berks,Open,07/26/2000,(610)775-1461,,http://www.governormifflinsd.org,10 South Waverly Street,,Shillington,PA,19607,2642,10 South Waverly Street,,Shillington,PA,19607,2642,Superintendent,Dr,Steven,M,Gerhard,,(610)775-1461,1103,07/01/2019,06/30/2024,
923461824,"GRA, Inc",Library,,,Montgomery,Open,11/25/1998,(215)884-7500,,,"115 W Ave, Ste 201 ",,Jenkintown ,PA,19046,,"115 W Ave, Ste 201 ",,Jenkintown ,PA,19046,,,,,,,,,,,,
212672683,Grace Academy,"Nonpublic, Non-Licensed School",12,Lincoln IU 12,York,Open,09/01/2019,(717)755-6438,,,3930 Farm Drive,,York,PA,17402,,3930 Farm Drive,,York,PA,17402,,Principal,,Shane,,Lehman,,,,,,
300510095,"GRACE ADULT DAY HEALTH CARE, INC.",Miscellaneous,,,Philadelphia,Open,10/28/2005,(215)549-3444,,,101 EAST OLNEY AVENUE,,PHILADELPHIA,PA,19120,,101 EAST OLNEY AVENUE,,PHILADELPHIA,PA,19120,,,,,,,,,,,,
224152548,Grace Assembly Kindergarten,"Nonpublic, Non-Licensed School",24,Chester County IU 24,Chester,Open,10/01/1997,(610)495-5270,,,1271 W Bridge St,,Spring City,PA,19475,2801,1271 W Bridge St,,Spring City,PA,19475,2801,Principal,Mrs,Denise,,Paganelli,,,,,,
300513878,Grace Baptist Ch of Germantown,Miscellaneous,26,Philadelphia IU 26,Philadelphia,Open,03/28/2000,(215)848-2700,,,25 W Johnson St,,Philadelphia,PA,19144,,25 W Johnson St,,Philadelphia,PA,19144,,Director,Mr,Steven, ,Martin,,,,,,
207650002,Grace Bible Academy,"Nonpublic, Non-Licensed School",7,Westmoreland IU 7,Westmoreland,Open,10/01/2003,(724)537-2840,,,128 Bradenville School Road,,Bradenville,PA,15620,,128 Bradenville School Road,,Bradenville,PA,15620,,Principal,Pr,Jason,D,Losier,,,,,,
300223750,Grace Christian Child Care,Miscellaneous,15,Capital Area IU 15,Dauphin,Open,04/13/1994,(717)566-6575,,,433 E Main St,,Hummelstown,PA,17036,1810,433 E Main St,,Hummelstown,PA,17036,1810,Director,,Michele,B,Taylor,,,,,,
301634047,Grace Christian Education Center,"Licensed, Private Academic School",1,Intermediate Unit 1,Washington,Open,07/10/2019,(724)493-8718,,,420 California Dr,,Coal Center,PA,15423,,420 California Dr,,Coal Center,PA,15423,,Director,Ms,Susan,R,Heckler,,(724)288-5730,,,,
213361752,Grace Christian School,"Nonpublic, Non-Licensed School",13,Lancaster-Lebanon IU 13,Lancaster,Open,10/01/1992,(717)738-7925,,,219 Conestoga Creek Rd,,Ephrata,PA,17522,,219 Conestoga Creek Rd,,Ephrata,PA,17522,,Principal,,Earl,,Reiff,,,,,,
223461622,Grace Christian School,"Nonpublic, Non-Licensed School",23,Montgomery County IU 23,Montgomery,Open,10/01/1992,(215)723-5896,,,320 N 3rd St,,Telford,PA,18969,2128,320 N 3rd St,,Telford,PA,18969,2128,Principal,Mrs,Lynn,H,Hewett,,,,,,
228033204,Grace Christian School,"Nonpublic, Non-Licensed School",28,ARIN IU 28,Armstrong,Open,10/01/1999,(724)543-4019,,,215 Arthur St,,Kittanning,PA,16201,,215 Arthur St,,Kittanning,PA,16201,,Principal,,Darlene,,Edwards,,,,,,
326510038,Grace Day Care,Miscellaneous,26,Philadelphia IU 26,Philadelphia,Open,09/04/2003,,,,5200 Oxford Avenue,,Philadelphia,PA,19124,,5200 Oxford Avenue,,Philadelphia,PA,19124,,,,,,,,,,,,
373513039,Grace Kids Academy LLC,Miscellaneous,,,Philadelphia,Open,09/04/2013,(215)455-1234,,,141 E. Hunting Park Avenue,,Philadelphia,PA,19124,6002,141 E. Hunting Park Avenue,,Philadelphia,PA,19124,6002,Director,Mr,Lourdes,,Nieto,,(267)784-3576,,,,
300280006,"GRACE LEARNING CENTER, INC.",Miscellaneous,,,Venango,Open,10/24/2003,,,,735 ELK STREET,,FRANKLIN,PA,16323,,735 ELK STREET,,FRANKLIN,PA,16323,,,,,,,,,,,,
402020954,Grace Library,Library,,,Allegheny,Open,12/12/2003,(412)578-6139,,,3333 5th Ave ,,Pittsburgh ,PA,15213,3165,3333 5th Ave ,,Pittsburgh ,PA,15213,3165,,,,,,,,,,,
225231932,Grace Lutheran Ch,"Other Private, Non-Licensed Entity",25,Delaware County IU 25,Delaware,Open,07/06/1990,(610)566-8610,,,2191 W Chester Pike,,Broomall,PA,19008,3028,2191 W Chester Pike,,Broomall,PA,19008,3028,,,,,,,,,,,
300144850,Grace Lutheran Preschool and Kindergarten,"Licensed, Private Academic School",10,Central IU 10,Centre,Open,10/01/1990,(814)238-2478,,,205 S Garner St,,State College,PA,16801,,205 S Garner St,,State College,PA,16801,,Director,Ms,Cathleen,,Smarkusky,,(814)692-8095,,,,
221390005,Grace Montessori School,"Nonpublic, Non-Licensed School",21,Carbon-Lehigh IU 21,Lehigh,Open,09/05/2006,(610)435-4060,,,814 West Linden Street,,Allentown,PA,18101,0000,814 West Linden Street,,Allentown,PA,18101,,Principal,Ms,Radhika,,Hoshing,,,,,,
202022705,Grace Non-Traditional Christian Academy,"Nonpublic, Non-Licensed School",3,Allegheny IU 3,Allegheny,Open,09/02/2005,(412)871-5445,,,2121 Noble St,,Pittsburgh,PA,15218,,301 College Park Drive,,Monroeville,PA,15146,,Principal,Mr,Ronald,L,Malamisuro,,,,,,
300462710,Grace Nursery School,"Licensed, Private Academic School",23,Montgomery County IU 23,Montgomery,Open,10/01/1990,(215)887-6117,,,444 Old York Rd,,Jenkintown,PA,19046,2829,444 Old York Rd,,Jenkintown,PA,19046,,Director,,Cynthia,,Kaminski,,(215)886-0773,,,,
213361742,Grace Point Academy,"Nonpublic, Non-Licensed School",13,Lancaster-Lebanon IU 13,Lancaster,Open,10/01/1992,(717)733-1001,,,110 Durlach Road,,Ephrata,PA,17522,,110 Durlach Road,,Ephrata,PA,17522,,Principal,,Dede,,Zimmerman,,,,,,
210140002,Grace Prep,"Nonpublic, Non-Licensed School",10,Central IU 10,Centre,Open,09/01/2004,(814)867-1177,,,848 Science Park Road,,State College,PA,16803,,848 Science Park Road,,State College,PA,16803,,Principal,,Ernie,,Ley,,,,,,
330510908,Grace Tabernacle Christian Church Learning Center,Miscellaneous,,,Philadelphia,Open,04/02/2008,(215)724-9110,,,1517 S 52nd Street,,Philadelphia,PA,19143,5007,1517 S 52nd Street,,Philadelphia,PA,19143,5007,Chief Administrative Officer,Ms,Burnette,,Vidal,,,,,,
300223760,Grace Temple Child Care Ctr,Miscellaneous,15,Capital Area IU 15,Dauphin,Open,06/03/1998,(717)939-2098,,,300 Pine St,,Steelton,PA,17113,2349,300 Pine St,,Steelton,PA,17113,2349,Director,Ms,Michelle, ,Mathis,,,,,,
315220010,"Grace Temple Community Development, Inc.",Miscellaneous,15,Capital Area IU 15,Dauphin,Open,06/16/2005,(717)939-2098,4   ,,300 Pine Street,,Steelton,PA,17113,,300 Pine Street,,Steelton,PA,17113,,,,,,,,,,,,
212673409,Grace Words Christian Academy,"Nonpublic, Non-Licensed School",12,Lincoln IU 12,York,Open,09/05/2017,(717)900-6619,,,PO Box 22121,,York,PA,17402,,806 W Princess Street,,York,PA,17401,,Principal,,Jay,,Estabrook,,,,,,
364105873,Grace Youth and Family Foundation,Miscellaneous,,,Butler,Open,04/24/2012,(724)282-0507,,,100 Center Ave,,Butler,PA,16001,,100 Center Ave,,Butler,PA,16001,,Director,Mr,Bill,,Halle,,,,,,
300582500,Gracious Living Estates Inc,Miscellaneous,19,Northeastern Educational IU 19,Susquehanna,Open,07/29/1998,(570)278-3414,,,RR 6 Box 6075,,Montrose,PA,18801,9213,RR 6 Box 6075,,Montrose,PA,18801,9213,Director,Mr,Richard,A,Serfass,,,,,,
316656808,Grade Point Resources,Act 48 Independent Provider,,,Westmoreland,Open,08/01/2008,(724)396-7306,,gradepointresources@yahoo.com,P.O. Box 494,,Leechburg,PA,15656,,P.O. Box 494,,Leechburg,PA,15656,,,,,,,,,,,,
218404024,Graham Academy High School,"Nonpublic, Non-Licensed School",18,Luzerne IU 18,Luzerne,Open,07/31/2020,(570)283-0641,,,469 Miller St,,Luzerne,PA,18709,,469 Miller St,,Luzerne,PA,18709,,Principal,,Carol,,McGrane,,,,,,
218401698,Graham Academy Lower School,"Nonpublic, Non-Licensed School",18,Luzerne IU 18,Luzerne,Open,07/31/2020,(570)283-0641,,,1 Institute Lane,,Kingston,PA,18704,,1 Institute Lane,,Kingston,PA,18704,,Principal,,Carol,,McGrane,,,,,,
326511947,Graham Crackers CDLC,Miscellaneous,26,Philadelphia IU 26,Philadelphia,Open,01/01/2012,(267)516-7467,,,4409 North 19th Street,,Philadelphia,PA,19140,,4409 North 19th Street,,Philadelphia,PA,19140,,Director,Ms,Tonya,,Sears,,,,,,
300060010,GRAMMERY COURT LLC,Miscellaneous,,,Berks,Open,03/16/2006,,,,215 W DOUGLAS STREET,,READING,PA,19601,,215 W DOUGLAS STREET,,READING,PA,19601,,,,,,,,,,,,
334542542,Grammys Kiddie Kare Inc,Miscellaneous,29,Schuylkill IU 29,Schuylkill,Open,01/09/2007,(570)544-3121,,,200 South Fourth Street,,Minersville,PA,17954,,200 South Fourth Street,,Minersville,PA,17954,,Chief Administrative Officer,Ms,Shirley,,Gilgore,,,,,,
300320001,"Grand Beginnings Childrens Center, Inc",Miscellaneous,,,Indiana,Open,01/22/2002,,,,339 Grandview Ave,,Indiana,PA,15701,,339 Grandview Ave,,Indiana,PA,15701,,Director,Ms,Lori,,Shirley,,,,,,
300091530,Grand View Hosp Childrens Ctr,"Licensed, Private Academic School",22,Bucks County IU 22,Bucks,Open,10/01/1990,(215)453-4258,,,700 Lawn Ave,,Sellersville,PA,18960,1576,4 Life Mark Drive,,Sellersville,PA,18960,0000,Director,Ms,Laura,,Neuman,,(484)319-2118,,,,
922091571,Grand View Hospital,Library,,,Bucks,Open,12/11/2001,(215)453-4632,,,Medical Library ,700 Lawn Ave,Sellersville ,PA,18960,,Medical Library ,700 Lawn Ave,Sellersville ,PA,18960,,,,,,,,,,,,
370021557,Grandma Maes House Day Care,Miscellaneous,3,Allegheny IU 3,Allegheny,Open,01/23/2007,(412)353-1019,,,635 Hillsboro Street,,Pittsburgh,pa,15204,1709,635 Hillsboro Street,,Pittsburgh,pa,15204,1709,Chief Administrative Officer,Ms,Shaquel,,Adams,,,,,,
378637778,GRANDMA MARY'S DAYCARE CENTER INC,Miscellaneous,,,Washington,Open,04/08/2009,(724)947-3530,,,266 SMITH TOWNSHIP STATE RD,,BURGETTSTOWN,PA,15021,2125,266 SMITH TOWNSHIP STATE RD,,BURGETTSTOWN,PA,15021,2125,Director,Ms,MARY,,KERR,,,,,,
300402600,Grandmas Care,Miscellaneous,18,Luzerne IU 18,Luzerne,Open,03/18/1993,(570)388-2365,,,77 Wyoming Ave # 79,,Wyoming,PA,18644,1706,77 Wyoming Ave # 79,,Wyoming,PA,18644,1706,Director,,Mary, ,Mantione,,,,,,
360031507,Grandmas House Learning Center,Miscellaneous,,,Armstrong,Open,07/25/2009,(412)848-9252,,,616 1ST ST EXT,,APOLLO,PA,15613,1164,616 1ST ST EXT,,APOLLO,PA,15613,1164,Director,Ms,KATHERINE,,GREEN,,,,,,
300024470,Grandmoms House,Miscellaneous,3,Allegheny IU 3,Allegheny,Open,05/27/1992,(412)331-6664,,,614 Chartiers Ave,,Mc Kees Rocks,PA,15136,3806,614 Chartiers Ave,,Mc Kees Rocks,PA,15136,3806,Director,,Ida, ,Matthews,,,,,,
305250008,Grandview Elementary School,Miscellaneous,5,Northwest Tri-County IU 5,Erie,Open,09/21/2004,,,,4301 Lancaster Road,,Erie,PA,16506,4306,4301 Lancaster Road,,Erie,PA,16506,4306,,,,,,,,,,,
300363000,Grandview Hgts Nur School,"Other Private, Non-Licensed Entity",13,Lancaster-Lebanon IU 13,Lancaster,Open,07/06/1990,(717)733-1001,,,110 Durlach Road,,Ephrata,PA,17522,1654,110 Durlach Road,,Ephrata,PA,17522,1654,,,,,,,,,,,
903023043,Graphic Arts Technical Foundation,Library,,,Allegheny,Open,11/25/1998,(412)741-6860,,,E H Wadewitz Memorial Library ,200 Deer Run Rd,Sewickley ,PA,15143,2600,E H Wadewitz Memorial Library ,200 Deer Run Rd,Sewickley ,PA,15143,2600,,,,,,,,,,,
316514561,Grassroots Movement Inc.,Miscellaneous,,,Philadelphia,Open,04/28/2012,(917)593-5840,,,749 E. Locust Avenue,,Philadelphia,PA,19144,,749 E. Locust Avenue,,Philadelphia,PA,19144,,Director,Ms,Tyra,,Washington,,(917)593-5840,,,,
426513324,Gratz College,Private College and University,,,Montgomery,Open,07/01/1986,(215)635-7300,,https://www.gratz.edu/,7605 Old York Road,,Melrose Park,PA,19027,3010,7605 Old York Road,,Melrose Park,PA,19027,3010,Chief Executive Officer,Dr,Paul,,Finkelman,,(215)635-7300,131,,,
323460056,Gratz College-Noncredit,Act 48 Independent Provider,,,Montgomery,Open,06/16/2005,(215)635-7300,,http://www.gratzcollege.edu,7605 Old York Road,,Melrose Park,PA,19027,,7605 Old York Road,,Melrose Park,PA,19027,,,,,,,,,,,,
300380003,GRAVEL HILL UMC DBA GRAVEL HILL CHRISTIAN CHILD CARE,Miscellaneous,,,Lebanon,Open,09/27/2002,(717)838-3620,,,131 Gravel Hill Road,,Palmyra,PA,17078,,131 Gravel Hill Road,,Palmyra,PA,17078,,,,,,,,,,,,
300236532,GRAYSON SCHOOL,Act 48 Independent Provider,,,Delaware,Open,01/24/2019,(610)909-5172,,,35 N MAIN RD,,BROOMALL,PA,19008,,35 N MAIN RD,,BROOMALL,PA,19008,,,,,,,,,,,,
325235070,Grayson School,"Licensed, Private Academic School",25,Delaware County IU 25,Delaware,Open,07/02/2015,(610)909-5172,,,211 Matson Ford Road,,Radnor,PA,19087,,211 Matson Ford Road,,Radnor,PA,19087,,Director,Ms,Amy,L,Stoios,,(610)909-5172,,,,
300237340,Great Beginnings Chld Dev Ctr,Miscellaneous,25,Delaware County IU 25,Delaware,Open,10/26/1994,(610)583-7202,,,22 N 9th St,,Darby,PA,19023,2101,22 N 9th St,,Darby,PA,19023,2101,Director,Ms,Carol,A,Bryant,,,,,,
224152532,Great Beginnings Christian Kdg,"Nonpublic, Non-Licensed School",24,Chester County IU 24,Chester,Open,10/01/1999,(610)363-0981,,,181 Sharp Lane,,Exton,PA,19341,,Sharp Lane Exton UMC,,Exton,PA,19341,,Principal,Mrs,Jill,,Pfendner,,,,,,
300583000,Great Bend Borough,Miscellaneous,19,Northeastern Educational IU 19,Susquehanna,Open,07/06/1990,,,,PO 610,,Great Bend,PA,18821,,PO 610,,Great Bend,PA,18821,,,,,,,,,,,,
208071855,Great Commission Schools,"Nonpublic, Non-Licensed School",8,Appalachia IU 8,Blair,Open,10/01/1996,(814)942-9710,,,1100 6th Ave,,Altoona,PA,16602,2539,1100 6th Ave,,Altoona,PA,16602,2539,Principal,,Jennifer,,McConnell,,,,,,
405255799,Great Lakes Institute of Technology,Private Licensed School,,,Erie,Open,07/01/1986,(814)864-6666,,http://www.glit.org,5100 Peach Street,,Erie,PA,16509,,5100 Peach Street,,Erie,PA,16509,,Chief Executive Officer,Mr,Eric,,Berrios,,(814)864-6666,,,,
405255799,Great Lakes Institute of Technology,Specialized Associate Degree,,,Erie,Open,07/01/1986,(814)864-6666,,http://www.glit.org,5100 Peach Street,,Erie,PA,16509,,5100 Peach Street,,Erie,PA,16509,,Chief Executive Officer,Mr,Eric,,Berrios,,(814)864-6666,,,,
316515237,Great Start Academy LLC,Miscellaneous,,,Philadelphia,Open,02/05/2015,(215)247-5437,,,301 W Mt. Pleasant Avenue,,Philadelphia,PA,19119,2904,301 W Mt. Pleasant Avenue,,Philadelphia,PA,19119,2904,Director,Ms,Nicole,,Hunter,,(215)267-5437,,,,
329026942,GREAT START DAYCARE INC,Miscellaneous,,,Allegheny,Open,05/01/2007,(412)271-3889,,,619 JONES AVENUE,,NORTH BRADDOCK,PA,15104,,619 JONES AVENUE,,NORTH BRADDOCK,PA,15104,,Director,Ms,NICOLE,,GLAZE,,,,,,
300152650,Great Valley Day Care Ctr Asso,"Other Private, Non-Licensed Entity",24,Chester County IU 24,Chester,Open,07/06/1990,,,,38 Warren Avenue,,Malvern,PA,19355,,38 Warren Avenue,,Malvern,PA,19355,,,,,,,,,,,,
300393000,Great Valley Girl Scout,"Other Private, Non-Licensed Entity",21,Carbon-Lehigh IU 21,Lehigh,Open,07/06/1990,(610)791-2411,,,2633 Moravian Ave,,Allentown,PA,18103,5523,2633 Moravian Ave,,Allentown,PA,18103,5523,,,,,,,,,,,
124153503,Great Valley SD,School District,24,Chester County IU 24,Chester,Open,06/08/1999,(610)889-2100,,http://www.gvsd.org,47 Church Rd,,Malvern,PA,19355,1539,47 Church Rd,,Malvern,PA,19355,1539,Assistant Superintendent,Dr,Daniel,,Goffredo,,(610)889-2100,,07/01/2017,06/30/2021,
124153503,Great Valley SD,School District,24,Chester County IU 24,Chester,Open,06/08/1999,(610)889-2100,,http://www.gvsd.org,47 Church Rd,,Malvern,PA,19355,1539,47 Church Rd,,Malvern,PA,19355,1539,Assistant Superintendent,Dr,Stephen,J,O'toole,,(610)889-2100,,11/28/2016,06/30/2021,
124153503,Great Valley SD,School District,24,Chester County IU 24,Chester,Open,06/08/1999,(610)889-2100,,http://www.gvsd.org,47 Church Rd,,Malvern,PA,19355,1539,47 Church Rd,,Malvern,PA,19355,1539,Business Manager,Mr,Charles,E,Peterson,Jr.,(610)889-2125,2123,,,
124153503,Great Valley SD,School District,24,Chester County IU 24,Chester,Open,06/08/1999,(610)889-2100,,http://www.gvsd.org,47 Church Rd,,Malvern,PA,19355,1539,47 Church Rd,,Malvern,PA,19355,1539,Superintendent,Dr,Regina,C,Speaker Palubinsky,,(610)889-2100,,11/22/2016,06/30/2021,
202020001,Greater Allen Christian Academy,"Nonpublic, Non-Licensed School",2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,09/01/2002,(412)322-1151,,,1810 Fulton St.,,Pittsburgh,PA,15233,1213,1810 Fulton Street,,Pittsburgh,PA,15233,,Principal,Ms,Barbara,,Joy,,,,,,
108070607,Greater Altoona CTC,Career and Technical Center,8,Appalachia IU 8,Blair,Open,07/06/1990,(814)946-8450,,http://www.gactc.edu,1500 4th Avenue,,Altoona,PA,16602,3616,1500 4th Avenue,,Altoona,PA,16602,3616,Director Vocational Education,Mr,Eric,D,Palmer,,(814)946-8454,,,,
300062810,Greater Berks Food Bank,Miscellaneous,14,Berks County IU 14,Berks,Open,06/22/2000,(610)926-5802,,,1011 Tuckerton CT,,Reading,PA,19605,,1011 Tuckerton CT,,Reading,PA,19605,,Director,Ms,Margaret, ,Blanca,,,,,,
